no_of_face,face_x,face_y,face_w,face_h,face_con,no_of_hand,pose,pose_x,pose_y,phone,phone_x,phone_y,phone_w,phone_h,phone_con,label
1,281.2125206,293.7885904,195.7283974,195.718646,87.95866966,2,forward,-0.279774426,-4.662267765,0,0,0,0,0,0,0
1,259.2020798,238.1944394,132.4838257,132.483902,90.04472494,2,forward,-0.737165545,-4.658032831,0,0,0,0,0,0,0
1,300.4879951,299.7998046,193.9012718,193.8906384,84.93378758,1,forward,-4.441005874,-4.647797297,0,0,0,0,0,0,0
1,227.9057884,114.3204236,128.654232,128.6542797,96.09117508,0,forward,8.134058893,-5.161310642,0,0,0,0,0,0,0
1,227.8879929,215.4496765,118.5494232,118.54949,94.42160726,0,forward,0.404410226,10.24138978,0,0,0,0,0,0,0
1,318.9201927,307.5305819,189.4186974,189.4132233,87.01568842,2,forward,-6.122260796,-4.629518612,0,0,0,0,0,0,0
1,255.4258156,244.0042186,143.3533287,143.3533573,89.17691112,2,forward,-1.065785886,-4.603741048,0,0,0,0,0,0,0
1,227.8574371,272.620039,134.0880585,134.0879059,95.36197782,0,forward,0.847445054,11.39032779,0,0,0,0,0,0,0
1,277.0488167,283.9823556,197.3820686,197.3721886,88.50296736,2,forward,-1.387370671,-4.586830994,0,0,0,0,0,0,0
1,227.8570175,223.9235973,150.1899719,150.1897144,96.52578235,0,forward,6.29329833,4.978985504,0,0,0,0,0,0,0
1,250.5609322,321.4013958,122.9554558,122.9554367,94.01360154,0,forward,-2.518019924,5.378050846,1,229,420,336,479,0.686967731,1
1,227.8146553,121.6688371,138.9323235,138.9320755,96.46753073,0,forward,8.455925244,-4.308564487,0,0,0,0,0,0,0
1,244.8046112,285.6612682,132.6828003,132.6830292,96.26609087,0,forward,-2.54024838,6.77094138,1,243,413,347,480,0.676584482,1
1,143.0889416,224.0717411,170.7313156,170.7311153,95.51990628,1,forward,-2.546041137,6.189416753,0,0,0,0,0,0,0
1,227.4629974,251.5306091,158.1998825,158.1998348,94.08245683,0,forward,4.042822476,12.78206865,0,0,0,0,0,0,0
1,227.4388123,252.4110889,182.6570129,182.6471329,95.19120455,0,forward,-2.066163279,9.623726551,0,0,0,0,0,0,0
1,227.4046135,288.8845539,139.0076256,139.0077782,94.95201707,0,forward,-1.989560309,8.519081195,0,0,0,0,0,0,0
1,227.303009,251.8854046,154.521904,154.5217896,93.11986566,0,forward,3.154708058,8.334708126,0,0,0,0,0,0,0
1,227.2553062,267.2502422,155.4937553,155.4935074,96.78709507,0,forward,-0.620594742,7.604635363,0,0,0,0,0,0,0
1,227.2344398,241.4362049,195.4142189,195.4037476,91.02191329,0,forward,0.861666749,13.08960285,0,0,0,0,0,0,1
1,227.2092056,243.5799694,194.5832062,194.572506,88.35873604,0,forward,0.75206709,12.87023413,0,0,0,0,0,0,0
1,227.149353,255.725441,152.611618,152.6115131,96.62364721,0,forward,3.144382232,7.609228985,0,0,0,0,0,0,0
1,249.168644,321.2165165,125.5581856,125.5580521,95.7418859,0,forward,-2.620837983,5.667768589,1,230,425,341,478,0.664899409,1
1,227.0357513,223.6871052,148.2976151,148.2973766,96.3807106,0,forward,5.276489577,4.096600486,0,0,0,0,0,0,0
1,273.1999207,296.3690675,210.2324677,210.2207708,80.42557836,2,forward,-4.000309459,-4.5618994,0,0,0,0,0,0,0
1,226.9916725,291.4124393,138.8206673,138.8207245,93.82701516,0,forward,-2.296428589,6.814649725,0,0,0,0,0,0,0
1,226.6706085,251.1587048,145.3644562,145.3645134,95.38959861,0,forward,5.138832674,7.220733717,0,0,0,0,0,0,0
1,258.279686,258.9019489,139.1783905,139.1784954,89.86546993,1,forward,-2.64123634,8.902312737,0,0,0,0,0,0,0
1,287.1468353,276.8488192,196.8584824,196.8490505,92.2717452,1,forward,-2.973581103,-4.557242062,0,0,0,0,0,0,0
1,246.4842415,280.9773731,125.9438133,125.9438896,94.26810145,0,forward,-2.645065896,6.637696457,1,239,375,341,474,0.81372869,1
1,226.6146088,275.705452,130.8839798,130.8838749,96.33021951,0,forward,3.63624079,8.220005949,0,0,0,0,0,0,0
1,226.6102791,287.1958923,144.1545677,144.1546154,94.91892457,0,forward,2.115803741,8.725121771,0,0,0,0,0,0,0
1,226.5777016,248.0250263,151.5248299,151.5246391,91.93639755,0,forward,8.380220776,7.131751815,0,0,0,0,0,0,0
1,273.0909157,275.6462169,199.6883965,199.6794605,92.27347374,2,forward,-2.494071973,-4.556604358,0,0,0,0,0,0,0
1,290.7555771,277.4663043,200.2758408,200.2658558,91.83673263,2,forward,-1.401884313,-4.556444249,0,0,0,0,0,0,0
1,226.4731216,253.209343,184.3823624,184.3727016,95.43712139,0,forward,-2.4070661,9.711545682,0,0,0,0,0,0,0
1,287.7032852,266.5601611,187.3171997,187.3122597,91.53577089,1,forward,-4.299622609,-4.549076733,0,0,0,0,0,0,0
1,226.4369774,248.5915375,183.1156349,183.1056118,96.00550532,0,forward,-0.999460602,9.168230091,0,0,0,0,0,0,0
1,277.251358,284.1102957,198.3046722,198.294096,81.00322485,2,forward,-5.0750341,-4.538641247,0,0,0,0,0,0,0
1,230.300293,172.0235538,154.9972534,154.9970913,92.48616695,1,forward,-2.676967195,3.30118369,1,92,192,222,362,0.796861172,1
1,226.3724709,277.2959232,147.463398,147.4633598,93.48264337,0,forward,1.178757764,6.885182652,0,0,0,0,0,0,0
1,226.2985992,270.017767,165.2207184,165.2205276,94.86907125,0,forward,5.198957617,13.129924,0,0,0,0,0,0,1
1,291.7342949,309.0203881,192.7775002,192.7671432,86.00380421,0,forward,-1.720694471,-4.528206141,0,0,0,0,0,0,0
1,238.5213089,285.5416489,134.3225098,134.3227673,96.38088942,0,forward,-2.730521928,6.945315218,1,229,438,338,480,0.696316361,1
1,283.8746452,277.3094487,200.7050133,200.6931782,81.3619554,2,forward,-5.831951988,-4.511306446,0,0,0,0,0,0,0
1,225.9996033,264.9072933,146.782074,146.7819214,95.91575861,0,forward,6.426257659,13.12324413,0,0,0,0,0,0,1
1,225.9776115,278.2056427,149.012661,149.0127468,94.21842098,0,forward,0.425503311,9.935877985,0,0,0,0,0,0,0
1,280.7414055,255.3168035,181.392498,181.3872242,90.75898528,1,forward,-7.825387279,-4.511011813,0,0,0,0,0,0,0
1,226.2422562,170.7791519,156.2729645,156.2728214,91.71980619,1,forward,-2.776051811,3.456649629,1,93,191,222,357,0.81982857,1
1,225.8614922,290.0756836,165.9129906,165.9128094,95.04122138,0,forward,-9.987390813,7.252990518,0,0,0,0,0,0,0
1,239.7283745,262.7735424,204.8482323,204.8388863,92.94868112,0,forward,-2.779094576,9.927415499,1,33,381,148,478,0.831988215,1
1,225.6832123,243.10112,196.2335587,196.2230587,88.40722442,0,forward,-0.296440235,13.02245021,0,0,0,0,0,0,1
1,225.6520462,263.9428997,166.6942978,166.6941833,96.70293331,0,forward,7.287486882,12.83010403,0,0,0,0,0,0,0
1,225.6495857,289.8531818,132.0180702,132.0181274,92.71854162,0,forward,5.79601647,10.71514892,0,0,0,0,0,0,0
1,225.626297,272.9404163,153.6075974,153.6076927,93.68152022,0,forward,1.009228982,10.87168709,0,0,0,0,0,0,0
1,225.6184387,263.0534649,156.1514282,156.1511421,96.21317387,0,forward,0.995033204,7.765889445,0,0,0,0,0,0,0
1,225.500927,253.1259441,200.6597328,200.6493187,93.44700575,0,forward,-3.224340038,9.997932646,0,0,0,0,0,0,0
1,225.411911,265.4421329,161.0230637,161.0227203,95.36480904,0,forward,-5.931079854,6.971487686,0,0,0,0,0,0,0
1,225.2249718,265.445509,159.5646095,159.5642853,97.02267051,0,forward,-0.947697846,7.444636007,0,0,0,0,0,0,0
1,250.4352951,255.9406042,176.871109,176.8655062,88.37524056,1,forward,-6.995807618,-4.498161001,0,0,0,0,0,0,0
1,225.1932335,263.7243176,157.2194099,157.2191048,95.41144967,0,forward,0.634285807,7.274480151,0,0,0,0,0,0,0
1,257.0113373,237.6644922,138.2505417,138.2506371,92.56178737,2,forward,-0.31727156,-4.477654098,0,0,0,0,0,0,0
1,225.0869942,251.9611645,156.7405891,156.7404556,94.87235546,0,forward,5.175810082,7.810052193,0,0,0,0,0,0,0
1,225.0082588,244.7773361,152.3892021,152.3890972,88.35571408,0,forward,8.311078846,7.455381112,0,0,0,0,0,0,0
1,261.785984,263.2547402,190.0576591,190.0492859,90.99462628,1,forward,-4.708717287,-4.473172912,0,0,0,0,0,0,0
1,224.9517632,226.0313702,152.7227211,152.722435,95.89492679,0,forward,5.941127016,4.326844347,0,0,0,0,0,0,0
1,279.9705124,276.1250758,187.3316193,187.3230457,92.0582056,2,forward,-5.327946071,-4.470179972,0,0,0,0,0,0,0
1,307.9311371,289.6308398,192.4649429,192.4538612,86.99348569,2,forward,-4.588536479,-4.463509675,0,0,0,0,0,0,0
1,224.7895622,246.4631367,150.0946617,150.0946426,92.75570512,0,forward,3.390441316,6.634561836,0,0,0,0,0,0,0
1,224.731617,171.251936,158.9704323,158.9704227,95.25386691,0,forward,2.535411066,2.114396349,0,0,0,0,0,0,0
1,224.6822357,249.9205112,185.7687759,185.7583809,94.38626766,0,forward,-2.107469689,10.17502574,0,0,0,0,0,0,0
1,262.5515938,256.2970042,195.5262184,195.5207634,88.40212226,2,forward,-1.956615009,-4.453688439,0,0,0,0,0,0,0
1,242.1927834,279.8585129,131.9039345,131.9041729,94.15037036,0,forward,-2.913457602,7.189370958,1,242,384,341,473,0.856665373,1
1,224.5157242,274.8276901,154.1542053,154.1541195,95.5042243,0,forward,0.364099338,0.858270786,0,0,0,0,0,0,0
1,278.5033989,290.0823593,193.5523796,193.5420513,85.34688354,2,forward,-6.122115424,-4.44439239,0,0,0,0,0,0,0
1,269.7422409,251.2841797,185.8388901,185.8325386,88.39409947,2,forward,-6.816771901,-4.439848397,0,0,0,0,0,0,0
1,224.3823433,170.5440044,156.3305092,156.330471,92.70983934,0,forward,1.333056001,1.374238476,0,0,0,0,0,0,0
1,280.813694,273.6719584,186.8281746,186.8224525,90.62193632,2,forward,-3.53943477,-4.426741836,0,0,0,0,0,0,0
1,224.370079,280.5348873,143.7115479,143.7115288,92.70952344,0,forward,-0.58955465,8.741281245,0,0,0,0,0,0,0
1,202.9497337,227.8670025,184.0688896,184.0611649,96.56265974,1,forward,-2.95686602,6.806287704,0,0,0,0,0,0,0
1,224.187088,249.7327709,183.557663,183.5473251,94.65118647,0,forward,-1.901359335,9.413237927,0,0,0,0,0,0,0
1,224.1565514,295.3738689,158.4079933,158.4078598,95.85669041,0,forward,-1.606419992,7.52515836,0,0,0,0,0,0,0
1,266.3939667,255.4332519,196.9419479,196.9349384,87.43319511,1,forward,-0.100141347,-4.406585863,0,0,0,0,0,0,0
1,224.1481018,114.8676324,130.5558777,130.5558872,95.90941668,0,forward,9.667303872,-5.056346964,0,0,0,0,0,0,0
1,299.6084976,274.3179488,176.3185883,176.3145161,87.17389703,2,forward,-9.930150101,-4.363374503,0,0,0,0,0,0,1
1,224.1073418,248.5644436,149.8647118,149.8647022,93.18446517,0,forward,8.325437972,7.902803524,0,0,0,0,0,0,0
1,224.0141869,257.5833035,156.3062096,156.3061523,96.96244597,0,forward,3.757221017,7.647492044,0,0,0,0,0,0,0
1,224.0109825,171.9976902,161.4880943,161.4879799,93.56903434,0,forward,2.412810605,1.42151654,0,0,0,0,0,0,0
1,276.5673447,281.1138749,199.3204117,199.3113899,93.551898,2,forward,-1.015824674,-4.328915448,0,0,0,0,0,0,0
1,223.9290428,252.1490765,158.5095406,158.5094833,95.99298239,0,forward,7.778010596,8.290557383,0,0,0,0,0,0,0
1,223.2024574,266.6419315,141.7419243,141.7418289,96.02101445,0,forward,2.474314108,10.6594377,0,0,0,0,0,0,0
1,223.069191,282.2453785,133.9522552,133.9524651,96.88841701,0,forward,6.834892605,14.60441053,0,0,0,0,0,0,1
1,222.9246521,216.488924,121.5280151,121.5279579,90.83347917,0,forward,7.152659725,-0.241918486,0,0,0,0,0,0,0
1,241.6214371,281.9145298,136.1778641,136.1782265,95.71393132,0,forward,-3.02363154,6.837378848,1,233,426,336,479,0.789949656,1
1,197.2962189,228.3021069,181.7090988,181.7008209,95.15882134,1,forward,-3.02763133,6.358239186,0,0,0,0,0,0,0
1,312.9213142,298.7970233,183.0447197,183.0356884,88.49418163,2,forward,-5.594081031,-4.327847285,0,0,0,0,0,0,0
1,222.8627968,270.7927322,167.5706673,167.5673962,96.07179761,0,forward,6.294043497,14.13762722,0,0,0,0,0,0,1
1,266.7329979,249.1714096,192.8939247,192.886591,85.78091264,2,forward,-4.789574637,-4.319230973,0,0,0,0,0,0,0
1,287.453804,281.8514633,187.6277924,187.6220226,91.17677808,2,forward,-3.907436665,-4.318580162,0,0,0,0,0,0,0
1,245.9318161,260.9820056,203.6433029,203.6300755,87.43377328,2,forward,-6.614403931,-4.302691693,0,0,0,0,0,0,0
1,318.8951111,318.5535264,184.1278458,184.1170692,90.17044902,2,forward,-5.489892666,-4.280908505,0,0,0,0,0,0,0
1,222.6410866,252.8567219,182.224102,182.2154045,95.58475614,0,forward,-1.89570623,10.77942933,0,0,0,0,0,0,0
1,222.5979233,232.4141646,141.3672638,141.3672209,90.08406997,0,forward,9.80618874,3.732320158,0,0,0,0,0,0,0
1,222.4233246,250.6664944,187.9364014,187.9275513,95.37439346,0,forward,-3.580561333,10.57564238,0,0,0,0,0,0,0
1,221.8324661,244.7133923,153.8075638,153.8073921,93.56147051,0,forward,8.27569214,6.557226732,0,0,0,0,0,0,0
1,291.6897011,289.504602,196.3601494,196.3506889,91.98432565,2,forward,-0.5609532,-4.231036606,0,0,0,0,0,0,0
1,221.7551422,248.7792206,153.3301544,153.3301449,91.53293371,0,forward,9.321256985,6.629431591,0,0,0,0,0,0,0
1,221.4583588,291.1857319,132.9324341,132.9327965,93.82187128,0,forward,5.164466675,9.181058803,0,0,0,0,0,0,0
1,221.4456177,260.1058674,161.2906265,161.2903404,96.35306001,0,forward,0.225532045,6.863369162,0,0,0,0,0,0,0
1,221.4003754,253.4204865,154.7800827,154.7801685,97.49361277,0,forward,13.34922544,14.92625409,0,0,0,0,0,0,1
1,250.0690842,224.1601181,137.1792221,137.179184,96.08845711,0,right,10.72462434,16.33112772,0,0,0,0,0,0,1
1,221.3767052,112.421248,130.3320122,130.3319263,95.57895064,0,forward,11.67117051,-5.765622976,0,0,0,0,0,0,0
1,236.8683052,227.1259117,127.5868416,127.5870037,95.35209537,0,right,18.55666673,15.12899351,1,220,333,355,479,0.89759022,1
1,244.8431587,225.3243828,125.0898933,125.0900745,96.18340731,0,right,16.73704319,18.82698484,1,233,337,362,480,0.879918873,1
1,250.8981323,226.3181305,139.1865158,139.1864491,96.93008661,0,right,11.80915668,16.86163952,1,245,368,374,480,0.696690738,1
1,282.8662109,276.1160636,198.3763504,198.3669662,89.37515616,1,forward,-1.781486662,-4.219022168,0,0,0,0,0,0,0
1,232.5639343,259.0155649,188.5171127,188.5052633,92.82187223,1,forward,-1.852414033,-4.130035768,0,0,0,0,0,0,0
1,222.7747917,200.3127575,121.2550926,121.2552452,86.11868024,1,forward,-3.149148272,7.128209996,0,0,0,0,0,0,0
1,221.3632202,264.8676682,161.1372757,161.136961,96.30636573,0,forward,-0.920812608,6.807272995,0,0,0,0,0,0,0
1,277.2373772,284.2939759,195.8408546,195.8308697,89.6178782,2,forward,-2.942394784,-4.129843327,0,0,0,0,0,0,0
1,295.7332611,271.116612,185.2490234,185.2413368,92.18918085,2,forward,-3.705493634,-4.121067128,0,0,0,0,0,0,0
1,221.2541389,224.9472188,125.4826927,125.4827929,89.33699727,0,forward,10.37858176,1.901155366,0,0,0,0,0,0,0
1,221.2137222,268.8850021,144.6192169,144.6191311,96.48960233,0,forward,1.683453444,9.683321147,0,0,0,0,0,0,0
1,287.6436806,292.298615,205.5821037,205.5672169,83.1035018,1,forward,-1.528904927,-4.111073985,0,0,0,0,0,0,0
1,225.8052254,175.3370476,153.5551262,153.5550785,94.77201104,1,forward,-3.194357048,4.750920457,1,94,191,223,361,0.749551892,1
1,280.6248474,291.9123483,194.3722534,194.3620491,88.46106529,2,forward,-5.007269073,-4.094644405,0,0,0,0,0,0,0
1,264.9494553,243.0963135,141.1701965,141.1705399,96.93259597,0,left,2.952846678,-11.45469683,0,0,0,0,0,0,1
1,264.6822357,244.284296,139.8088455,139.8090649,96.08629346,0,left,1.005906936,-10.09670784,0,0,0,0,0,0,1
1,220.991478,262.7675915,165.4746246,165.4743004,95.90470195,0,forward,-1.954190959,7.021170803,0,0,0,0,0,0,0
1,268.8887024,257.2932553,196.9776917,196.9721317,91.70207977,2,forward,-4.193290956,-4.080739206,0,0,0,0,0,0,0
1,220.9321022,265.3287792,159.119091,159.1189384,97.21469879,0,forward,9.697578539,14.51870575,0,0,0,0,0,0,1
1,220.8807373,245.3737736,151.5278244,151.5278435,93.56021285,0,forward,8.815499656,6.245513513,0,0,0,0,0,0,0
1,220.8111763,241.2229443,166.0354424,166.032486,95.76168656,0,forward,-1.047685357,10.89172214,0,0,0,0,0,0,0
0,0,0,0,0,0,0,forward,-3.226380902,6.101297957,0,0,0,0,0,0,1
1,167.8209114,227.1694851,164.7733879,164.7732639,97.30837941,1,forward,-3.236855381,7.031490741,0,0,0,0,0,0,0
1,220.5337906,253.3964539,148.3742142,148.3747387,97.40582108,0,forward,15.8086772,14.3094903,0,0,0,0,0,0,1
1,220.5144119,266.0700703,155.8103561,155.8098793,96.27097249,0,forward,-1.218399073,6.52952997,0,0,0,0,0,0,0
1,256.9992828,235.1892113,134.267807,134.2679214,91.4347291,2,forward,-1.004623291,-4.074373503,0,0,0,0,0,0,0
1,220.4797745,263.5889053,169.6475983,169.6442127,95.55445313,0,forward,-0.274801028,10.56371648,0,0,0,0,0,0,0
1,293.6320877,305.3090739,133.7828827,133.782692,87.91317344,2,forward,-4.90515699,-4.066207962,0,0,0,0,0,0,0
1,198.6609459,228.6393356,179.325695,179.3181896,96.56003714,1,forward,-3.293479304,6.602082708,0,0,0,0,0,0,0
1,220.3022575,280.7339001,169.8144341,169.8108673,94.14250851,0,forward,-7.118594722,8.618136217,0,0,0,0,0,0,0
1,220.2548409,231.3303972,128.8132286,128.8133669,90.60454369,0,forward,10.99907668,10.68019741,0,0,0,0,0,0,0
1,219.704628,241.2628841,157.4272919,157.4270439,86.84171438,0,forward,10.24060445,5.922109714,0,0,0,0,0,0,0
1,290.2547646,271.1024261,183.107357,183.1022072,91.39606953,2,forward,-0.899513241,-4.06100621,0,0,0,0,0,0,0
1,219.6251869,265.9214115,156.8220711,156.8216515,95.42444944,0,forward,-2.628968145,5.883348413,0,0,0,0,0,0,0
1,298.6234665,269.0547943,181.7512512,181.7408752,91.20538235,0,forward,-2.324863428,-4.053555472,0,0,0,0,0,0,0
1,219.4110298,245.0303364,153.4732628,153.4731674,92.1613574,0,forward,9.23451119,7.719392871,0,0,0,0,0,0,0
1,299.6855927,297.6046849,194.6130371,194.6024323,86.55852079,2,forward,-4.892652423,-4.026564111,0,0,0,0,0,0,0
1,236.9302177,172.1014595,156.4206123,156.4204216,87.43319511,0,left,2.831491585,-13.29471088,0,0,0,0,0,0,1
1,239.3399048,172.6648808,158.9395523,158.9394379,85.17768979,0,left,5.296277458,-13.6149014,0,0,0,0,0,0,1
1,241.0647011,173.5427284,155.9878349,155.9876347,85.31814218,0,left,3.310006202,-13.22694456,0,0,0,0,0,0,1
1,239.0920067,173.9330864,156.3632011,156.3629723,86.88477874,0,left,4.52918371,-13.32682498,0,0,0,0,0,0,1
1,237.2214699,181.2011433,157.2392464,157.2391319,88.64117265,0,left,1.286017511,-11.84564771,0,0,0,0,0,0,1
1,219.2252159,169.5564365,157.1355247,157.1353912,93.6059773,0,forward,0.971869318,2.189570703,0,0,0,0,0,0,0
1,219.088192,171.9683361,155.2837181,155.2836227,94.77021098,0,forward,-1.440189308,3.349158999,0,0,0,0,0,0,0
1,298.2210922,305.669558,203.764267,203.7493515,83.95716548,2,forward,-3.834357111,-4.013278572,0,0,0,0,0,0,0
1,294.0813255,281.2930321,192.7127647,192.7033424,88.13856244,2,forward,-2.260169742,-4.013174233,0,0,0,0,0,0,0
1,205.4234886,196.0387802,166.545887,166.5413189,91.30259156,0,down,-10.14453326,5.599656595,0,0,0,0,0,0,1
1,249.77005,324.652319,123.6193466,123.6193085,94.52866316,0,forward,-3.372141116,5.518111912,1,226,427,337,479,0.753844082,1
1,206.5377235,238.4091282,181.932354,181.9279289,96.56373858,1,forward,-3.375296523,6.370595531,0,0,0,0,0,0,0
1,283.1460571,274.6565938,201.1782074,201.1675358,89.57362771,2,forward,-1.903276487,-4.00701549,0,0,0,0,0,0,0
1,262.5444412,260.7480693,192.8684235,192.8590393,89.85379934,2,forward,-3.94043875,-4.00655348,0,0,0,0,0,0,0
1,235.8653831,258.0013275,210.8112144,210.8027172,93.44121814,0,forward,-3.395534294,9.879266817,1,32,397,165,479,0.750534952,1
1,219.0366554,114.7272277,134.5305061,134.5305061,94.59872246,0,forward,10.93258972,-5.71368801,0,0,0,0,0,0,0
1,218.9539528,170.3623295,154.4347954,154.4347286,94.72059011,0,forward,-0.399503762,2.275625847,0,0,0,0,0,0,0
1,218.9259911,267.2403431,157.3931694,157.3929405,96.33972049,0,forward,-3.421309898,7.018950297,0,0,0,0,0,0,0
1,218.8414383,229.4961524,132.2405624,132.2405434,91.4276123,0,forward,12.07420396,2.124337261,0,0,0,0,0,0,0
1,205.9216499,234.7485065,183.2386208,183.2319832,96.64040208,1,forward,-3.416902336,7.246701149,0,0,0,0,0,0,0
1,218.6929893,171.9029903,155.0249672,155.0248718,94.04146671,0,forward,-0.888481971,3.167317277,0,0,0,0,0,0,0
1,218.5530663,259.3920422,163.8726997,163.8723564,96.22268677,0,forward,-0.100216316,6.467523701,0,0,0,0,0,0,0
1,218.5529137,172.0388031,155.859623,155.8595181,95.42756677,0,forward,0.197458888,3.376373458,0,0,0,0,0,0,0
1,218.501606,262.253809,158.5703468,158.5702515,96.25675678,0,forward,12.61432767,9.123933236,0,0,0,0,0,0,0
1,270.6443024,288.4810281,186.1288071,186.1170673,80.40735126,2,forward,-2.511593078,-3.996786697,0,0,0,0,0,0,0
1,218.4331131,173.3004856,155.2072906,155.207119,95.14200687,0,forward,-0.579499432,2.901575924,0,0,0,0,0,0,0
1,249.2791748,272.3928642,206.8501663,206.8358517,88.94876838,2,forward,-0.847311496,-3.99042181,0,0,0,0,0,0,0
1,218.3238602,228.5835743,187.2627258,187.2517776,90.52453637,0,forward,-0.813698502,5.137502158,0,0,0,0,0,0,0
1,218.1034851,172.4218082,162.4582672,162.4580669,95.30102611,0,forward,0.505020902,2.31756936,0,0,0,0,0,0,0
1,245.789547,197.3629356,150.8503914,150.8501244,80.5711031,0,forward,-9.118034106,-3.958300391,0,0,0,0,0,0,1
1,218.041954,247.9892635,146.6597366,146.6599274,94.66986656,0,forward,8.690273963,7.403165542,0,0,0,0,0,0,0
1,218.0065536,223.4998226,139.5059586,139.5058537,76.74709558,0,forward,19.73711863,6.250566489,0,0,0,0,0,0,1
1,217.8588104,240.3224659,182.8433609,182.8373337,93.96584034,0,forward,-1.611204136,7.918568079,0,0,0,0,0,0,0
1,295.0642586,301.6653323,199.3923378,199.3773651,83.58896375,2,forward,-2.836690144,-3.955035521,0,0,0,0,0,0,0
1,217.6092911,249.2049694,158.7973022,158.7971878,95.54501772,0,forward,7.095815528,7.935795429,0,0,0,0,0,0,0
1,271.853466,262.1695041,182.6838112,182.6785469,91.44831896,0,forward,-1.193085974,-3.928703621,0,0,0,0,0,0,0
1,217.5570869,249.8641205,145.836277,145.8364391,94.84962225,0,forward,4.294341476,7.399714767,0,0,0,0,0,0,0
1,217.4277115,266.2980652,157.478981,157.4786854,96.17401361,0,forward,1.024467005,11.48839191,0,0,0,0,0,0,0
1,259.2027473,273.8070321,174.4658089,174.4603729,84.14998055,2,forward,-2.676506114,-3.906603347,0,0,0,0,0,0,0
1,298.1592751,296.4915848,197.3564339,197.3462963,84.99103189,2,forward,-3.757628657,-3.890260838,0,0,0,0,0,0,0
1,289.154129,290.9347081,192.2125626,192.2044659,93.38132739,2,forward,-2.932112257,-3.889729211,0,0,0,0,0,0,0
1,217.2838974,248.7797642,171.8268967,171.8230247,96.58777714,0,forward,-0.113985263,11.20287408,0,0,0,0,0,0,0
1,217.0821381,266.2861919,161.202507,161.2020493,96.03400826,0,forward,-2.778897003,6.118042107,0,0,0,0,0,0,0
1,217.0773697,293.4642792,131.8878174,131.8880367,91.27978086,0,forward,1.464059584,6.198530567,0,0,0,0,0,0,0
1,216.8086243,261.3430023,164.134407,164.1303921,95.52183151,0,forward,-2.348027032,8.340832192,0,0,0,0,0,0,0
1,216.614666,266.4687824,166.9997215,166.9960213,96.07719779,0,forward,5.776544256,14.50495182,0,0,0,0,0,0,1
1,256.4308167,257.2964979,166.9778061,166.9774532,77.4051249,1,forward,-6.147393168,-3.872261384,0,0,0,0,0,0,0
1,216.3328934,241.5919876,154.9433517,154.9431896,90.75421095,0,forward,5.88522012,7.522947445,0,0,0,0,0,0,0
1,296.1863327,282.789886,195.3157425,195.3064442,91.02733135,2,forward,-3.454998069,-3.866180184,0,0,0,0,0,0,0
1,216.099205,175.3603077,166.1449814,166.1447525,93.44030619,0,forward,0.545705756,2.195691277,0,0,0,0,0,0,0
1,268.2066154,279.1183352,189.4286537,189.4190884,92.57266521,2,forward,-1.720557513,-3.859956426,0,0,0,0,0,0,0
1,292.9974174,311.0230994,206.4606285,206.439085,82.27933049,2,forward,-1.472779122,-3.821793824,0,0,0,0,0,0,0
1,215.9454727,299.9568558,133.6681366,133.6685085,88.10884356,0,forward,2.771935663,9.124549749,0,0,0,0,0,0,0
1,215.7460976,262.4047852,160.0401497,160.0397015,96.11549973,0,forward,-2.833295374,6.016281815,0,0,0,0,0,0,0
1,215.5989647,269.4209003,140.9628487,140.9626007,95.43964267,0,forward,4.120981852,8.758171106,0,0,0,0,0,0,0
1,215.5112648,246.8772125,158.9557076,158.9555454,93.7271893,0,forward,8.194722121,8.031705254,0,0,0,0,0,0,0
1,252.3317146,239.6009564,145.0656319,145.065794,89.75820541,2,forward,-0.19474964,-3.814727472,0,0,0,0,0,0,0
1,215.0917435,237.6513863,185.3665161,185.3600979,95.13578415,0,forward,-0.3242424,7.6158389,0,0,0,0,0,0,0
1,253.1710052,274.4994807,185.7250977,185.7175255,81.79489374,1,forward,-1.73089819,-3.808887405,0,0,0,0,0,0,0
1,244.6330833,171.6228962,147.3715019,147.3715496,88.31397295,1,left,6.837366247,-12.37920132,1,95,171,229,351,0.736662269,1
1,257.3179245,171.0391903,145.0123596,145.0123787,86.46231294,1,left,13.25142286,-18.73385837,1,95,174,227,347,0.713868856,1
1,257.2250557,170.9561062,143.721714,143.7215424,84.47111845,1,left,14.22653786,-21.09480801,1,94,175,219,349,0.768007815,1
1,259.1473198,171.7679787,141.7329979,141.7330742,84.8833859,1,left,12.2481227,-19.57925217,1,89,179,217,352,0.82156986,1
1,248.0387306,169.6924782,151.0492134,151.0492229,85.02085209,1,left,7.035439135,-12.39430927,1,94,180,220,344,0.737433076,1
1,214.725132,226.7653966,130.5035591,130.5036879,91.21677279,0,forward,11.13466258,11.50559757,0,0,0,0,0,0,0
1,217.383976,168.5549068,134.0516472,134.0520573,91.4303124,1,right,13.77073713,15.70950879,1,110,181,234,344,0.804756463,1
1,215.0884819,168.8685322,122.4453926,122.4457455,86.87521219,1,right,9.972933934,15.97191711,1,107,179,235,342,0.797079921,1
1,217.5081253,163.3833218,129.3262482,129.3263054,93.35311055,1,right,13.65585124,17.1340896,1,106,181,228,348,0.834852874,1
1,214.6759224,262.4331379,161.6162682,161.6161537,95.89449763,0,forward,9.623279743,14.60015635,0,0,0,0,0,0,1
