no_of_face,face_x,face_y,face_w,face_h,face_con,no_of_hand,pose,pose_x,pose_y,phone,phone_x,phone_y,phone_w,phone_h,phone_con,label
1,290.544281,328.2841587,135.6344223,135.6345177,83.53304267,0,forward,-0.562917865,6.978682885,0,0,0,0,0,0,0
1,290.4283714,324.3898773,143.7132454,143.7132168,83.10779333,0,forward,0.015869941,8.349357496,0,0,0,0,0,0,0
1,242.142601,288.7876391,164.6139145,164.6134615,72.01895118,1,forward,7.842643489,-1.05208361,0,0,0,0,0,0,0
1,241.3631248,273.2593918,121.7781258,121.7780972,95.84950805,0,forward,7.812589781,11.79772946,1,232,417,333,480,0.824160039,1
1,290.3946114,332.2085094,139.8829079,139.8828506,78.97983193,0,forward,-2.372464125,7.432145714,0,0,0,0,0,0,0
1,307.4988937,279.2879105,164.8845673,164.8845577,90.01592398,0,forward,7.794378193,2.884422582,1,165,134,329,406,0.929057419,1
1,290.2767754,309.4410324,136.9734001,136.9732189,83.67059231,0,forward,2.129384679,6.3985609,0,0,0,0,0,0,0
1,290.2561188,220.0264835,137.8244781,137.8246307,95.19375563,0,forward,1.664334909,2.662481262,0,0,0,0,0,0,0
1,290.249939,323.8576984,144.1387939,144.1387367,82.76523352,0,forward,0.859428924,8.276318558,0,0,0,0,0,0,0
1,290.2036476,321.5007019,139.6806526,139.6805477,85.46110392,0,forward,-1.966772858,10.15266258,0,0,0,0,0,0,0
1,290.16819,325.4150391,144.6134949,144.6135235,76.7268002,0,forward,-1.082627201,8.627493382,0,0,0,0,0,0,0
1,302.6842308,279.8653626,181.7545891,181.7458248,90.18418193,0,forward,-1.410398255,-8.530854142,0,0,0,0,0,0,1
1,254.7711563,201.7609429,125.0233459,125.0224686,74.05228019,0,down,-15,10,0,0,0,0,0,0,1
1,289.785347,325.9775162,141.2542343,141.2542248,77.29920149,0,forward,-1.875678335,9.133489338,0,0,0,0,0,0,0
1,252.272644,200.635221,126.2919235,126.2918472,87.25344539,0,down,-15,10,0,0,0,0,0,0,1
1,260.5609322,209.6708942,125.8423042,125.8417225,80.35615683,0,down,-10.08528347,-3.273529746,0,0,0,0,0,0,1
1,251.619339,215.7176423,141.3672256,141.3662624,81.32045865,0,down,-15,10,0,0,0,0,0,0,1
1,238.0281639,251.3177228,137.941227,137.941103,94.16742921,2,forward,7.716492492,1.995471524,0,0,0,0,0,0,0
1,319.3025208,280.2173138,153.6716461,153.6717796,87.55114675,0,forward,7.711126722,-7.959085441,1,104,285,253,478,0.848104417,1
1,306.1123848,279.5790195,165.3198051,165.3196907,91.55622125,0,forward,7.705335053,3.715189044,1,165,138,328,411,0.931619048,1
1,289.7129631,248.3159566,160.653019,160.6529045,92.6255703,0,forward,1.902257553,3.257741423,0,0,0,0,0,0,0
1,289.6350861,294.6498871,128.9697647,128.9698505,85.63483953,0,forward,7.675347874,10.84321561,0,0,0,0,0,0,0
1,256.7485237,206.1838412,125.3705788,125.3701115,87.09174395,0,down,-15,10,0,0,0,0,0,0,1
1,258.2505035,212.3558259,125.7833099,125.7824993,81.44850731,0,down,-11.28908373,-2.065119638,0,0,0,0,0,0,1
1,249.0937424,216.4981652,143.2883835,143.2875538,82.43286014,0,down,-10.47889574,-1.530200832,0,0,0,0,0,0,1
1,289.6053314,314.7522068,138.4797668,138.4796333,85.63684225,0,forward,4.226646,8.093003044,0,0,0,0,0,0,0
1,289.5876694,324.2056561,146.892128,146.8919563,78.94500494,0,forward,3.170745055,8.639550036,0,0,0,0,0,0,0
1,289.0617371,317.1217632,142.0135117,142.0133972,84.45277214,0,forward,2.115191041,10.1435794,0,0,0,0,0,0,0
1,289.0512848,324.0877247,141.4431763,141.4433098,84.11095738,0,forward,-0.41103108,9.165607121,0,0,0,0,0,0,0
1,310.440731,314.0444684,201.1821175,201.1690235,86.84683442,2,forward,-3.448367891,-8.505072475,0,0,0,0,0,0,1
1,250.2853012,206.6715598,139.0423203,139.041481,80.05797863,0,down,-10.83668348,-3.426904199,0,0,0,0,0,0,1
1,252.3675728,207.3997236,136.2439156,136.2433147,82.49674439,0,down,-11.93140095,-1.572944899,0,0,0,0,0,0,1
1,288.8873672,323.6785984,142.6311874,142.6312637,83.96161199,0,forward,-1.362813158,7.704724604,0,0,0,0,0,0,0
1,256.9450188,215.1036811,130.7272911,130.7272625,79.79301214,0,down,-10.0465573,-3.478918751,0,0,0,0,0,0,1
1,288.8550186,314.9395466,139.0454102,139.0452576,82.37063289,0,forward,1.895321528,8.907748844,0,0,0,0,0,0,0
1,288.8033295,322.8916454,151.1004257,151.100235,80.68562746,0,forward,3.465271501,7.773541036,0,0,0,0,0,0,0
1,227.5921059,233.3306814,143.0658531,143.0655956,91.72137976,2,forward,7.583540599,1.083875903,0,0,0,0,0,0,0
1,290.2771759,312.8946304,130.1060486,130.1061344,91.72061682,1,forward,7.581944129,7.485576263,1,267,404,376,480,0.76843971,1
1,288.6807823,325.2253819,142.1710777,142.1710968,82.63772726,0,forward,0.399332051,8.012119987,0,0,0,0,0,0,0
1,309.3157005,277.0859241,167.6032066,167.6031303,90.51603675,0,forward,7.52124665,4.300804887,1,168,123,330,384,0.868734658,1
1,252.972393,214.7877574,126.3151741,126.3153934,83.08092356,0,down,-15,10,0,0,0,0,0,0,1
1,236.3119125,200.158081,137.7176666,137.7171993,83.6286962,0,down,-10.6124923,-2.793629678,0,0,0,0,0,0,1
1,243.2354164,205.8027649,140.3240013,140.3239346,89.78043199,0,down,-15,10,0,0,0,0,0,0,1
1,288.6403656,306.4494324,137.5350952,137.5349522,87.60410547,0,forward,4.222627078,6.955698793,0,0,0,0,0,0,0
1,274.9071312,311.5073776,113.5335732,113.5338306,91.40094519,1,forward,7.513303775,11.0387965,0,0,0,0,0,0,0
1,288.6369705,327.392807,142.8917694,142.8918743,80.79386353,0,forward,0.235685866,8.040031751,0,0,0,0,0,0,0
1,308.1130409,284.9487019,159.3257713,159.3257332,90.64677954,0,forward,7.495829043,4.846955133,1,167,138,331,413,0.928656101,1
1,252.3778152,204.0843129,136.5411758,136.5405178,67.45732427,0,down,-12.25957787,-2.800929493,0,0,0,0,0,0,1
1,253.0870438,200.3326059,131.6565704,131.6551781,83.02593231,0,down,-11.06252372,-0.762260389,0,0,0,0,0,0,1
1,247.9834557,200.2490831,128.4213829,128.4213066,86.55260801,0,down,-10.26352012,-3.066036817,0,0,0,0,0,0,1
1,288.4750938,315.694685,142.9364204,142.9362488,85.34398675,0,forward,2.638972459,9.18897852,0,0,0,0,0,0,0
1,288.4282494,324.8754787,141.0456276,141.0456848,83.47635865,0,forward,-0.149852012,8.283690288,0,0,0,0,0,0,0
1,288.1220436,325.5929089,140.2523613,140.2523804,84.18459296,0,forward,1.720128752,8.945897887,0,0,0,0,0,0,0
1,255.6544685,282.9126143,195.2221107,195.212574,91.31866097,2,forward,7.474841912,-3.830923967,0,0,0,0,0,0,0
1,288.109951,222.7163887,132.295208,132.2952461,60.89096069,0,forward,-1.023622907,3.19713161,0,0,0,0,0,0,0
1,288.0391502,326.9431973,134.0659142,134.0659332,89.27094936,0,forward,-3.403303939,6.659088864,0,0,0,0,0,0,0
1,288.0278206,314.4219589,135.7993889,135.7992268,88.06191683,0,forward,2.854287507,11.26852624,0,0,0,0,0,0,0
1,245.6002426,196.9869351,134.8173141,134.815979,75.51486492,0,down,-15,10,0,0,0,0,0,0,1
1,250.1479721,206.0297036,137.219429,137.2187233,81.81198835,0,down,-11.01471426,-2.074849952,0,0,0,0,0,0,1
1,300.8828545,279.4240952,163.7292671,163.7258434,91.52241945,1,forward,7.403550847,6.56175949,0,0,0,0,0,0,0
1,278.0917168,219.8247242,130.5615044,130.5615807,96.38648033,0,forward,7.397532594,11.34892069,1,95,375,236,480,0.837384045,1
1,295.5316353,307.9218888,139.5996666,139.5994091,79.30954099,1,down,-15,10,0,0,0,0,0,0,1
1,295.9625435,308.6160612,141.9706154,141.9704103,82.1695447,1,left,14.04514032,-18.91048579,0,0,0,0,0,0,1
1,287.1898842,294.378326,134.1211128,134.1208076,87.80004978,1,left,10.73537133,-19.83067667,0,0,0,0,0,0,1
1,292.9377937,299.0591168,134.8094368,134.8094845,85.19758582,1,left,13.57687171,-21.99616172,0,0,0,0,0,0,1
1,286.2696457,292.9535318,135.0542831,135.0540447,89.40581679,2,left,10.5679962,-19.39624807,0,0,0,0,0,0,1
1,273.937397,316.8076837,155.2705193,155.270505,75.0851512,1,forward,7.392397677,-1.032245067,0,0,0,0,0,0,0
1,245.1950836,254.2678237,209.1606903,209.1491318,80.36972284,1,forward,7.39038873,-1.588502361,0,0,0,0,0,0,0
1,287.9768944,318.4941101,139.9068642,139.9067402,89.19639587,0,forward,3.961515605,10.18110596,0,0,0,0,0,0,0
1,287.9337502,325.1512241,141.9240761,141.9241905,81.70998693,0,forward,-0.074558992,7.634212644,0,0,0,0,0,0,0
1,287.6381874,320.0017262,139.776516,139.7763062,88.23411465,0,forward,1.115635067,9.660228903,0,0,0,0,0,0,0
1,266.914711,305.3939247,162.3591995,162.3589611,85.54839492,1,forward,7.352356202,-0.870264828,0,0,0,0,0,0,0
1,287.553997,236.344099,146.1847878,146.1849403,90.93805552,0,forward,10.09901273,14.66503562,0,0,0,0,0,0,1
1,214.674511,219.9825025,126.001606,126.0017967,91.67656302,2,right,12.30346055,16.24745217,0,0,0,0,0,0,1
1,210.3085899,218.3044767,127.9640388,127.964201,92.77627468,2,right,12.27805166,16.90470799,0,0,0,0,0,0,1
1,287.5222015,324.9664021,140.3437424,140.3438759,83.6527884,0,forward,-0.065353267,8.295001936,0,0,0,0,0,0,0
1,287.4343872,324.9444294,140.2308655,140.2309227,82.97524452,0,forward,0.355227199,8.797188881,0,0,0,0,0,0,0
1,275.1490784,191.6416335,192.0329666,192.0227909,86.63368225,1,forward,7.330803394,-1.847987454,1,160,286,307,479,0.836729527,1
1,287.4182129,343.0171108,121.7664337,121.7666245,79.09152508,0,forward,-3.960164874,2.175731689,0,0,0,0,0,0,0
1,287.3697472,280.9021831,193.4132576,193.4030056,93.15907955,0,forward,0.329579058,-5.939545095,0,0,0,0,0,0,0
1,269.875679,216.1261654,129.3003464,129.3003845,95.61340809,0,forward,7.312594761,1.56454154,1,121,298,243,480,0.916754484,1
1,311.6291237,224.4375801,120.9565544,120.9568691,94.60923076,0,forward,7.304590756,5.320470304,1,282,313,389,460,0.880027413,1
1,286.9799995,320.0940228,152.4128914,152.4129868,82.0089221,0,forward,7.069702105,4.357097556,0,0,0,0,0,0,0
1,218.6484146,290.2277756,109.8300552,109.8302937,87.12306023,0,forward,7.299828165,10.77641669,1,177,353,284,467,0.706931889,1
1,286.9608498,323.0709743,141.9967842,141.9969177,87.5485599,0,forward,1.674601894,8.899544732,0,0,0,0,0,0,0
1,286.9075966,327.0161533,141.7347145,141.7346764,84.14978981,0,forward,-0.011204894,8.478177746,0,0,0,0,0,0,0
1,263.7361336,315.7120228,116.4599419,116.4599991,87.08290458,1,forward,7.270861111,10.6293428,0,0,0,0,0,0,0
1,286.8434334,319.9818707,138.6650658,138.6649132,85.16456485,0,forward,-0.398323588,8.329228094,0,0,0,0,0,0,0
1,286.8111801,322.7996922,142.706337,142.7063942,82.22549558,0,forward,-2.121539613,8.558276055,0,0,0,0,0,0,0
1,286.5219307,287.0623684,138.6170006,138.6172485,80.98332882,0,forward,11.50919939,3.192182353,0,0,0,0,0,0,0
1,286.2394524,303.2654572,119.2862892,119.2862606,88.44029307,0,forward,7.696256557,13.34493536,0,0,0,0,0,0,1
1,218.9448357,192.341013,118.7700081,118.7701035,77.40457058,1,down,-15,10,0,0,0,0,0,0,1
1,240.1511955,227.3388982,143.0395317,143.0394745,70.80171108,1,down,-15,10,0,0,0,0,0,0,1
1,286.0352898,320.4530239,138.3527565,138.3527756,88.37611675,0,forward,-0.833435011,10.46162332,0,0,0,0,0,0,0
1,285.9657288,315.2711964,135.5220413,135.5219078,86.65815592,0,forward,8.119052671,5.429341116,0,0,0,0,0,0,0
1,285.9580994,302.9590702,148.6093903,148.6092567,82.32826591,0,forward,6.953861209,5.653544671,0,0,0,0,0,0,0
1,227.7933121,202.1974182,143.5746384,143.5748005,93.86606812,2,forward,7.192988701,6.626216237,0,0,0,0,0,0,0
1,285.8942604,317.8480911,135.0945473,135.0942707,83.92695785,0,forward,3.128957048,7.913132098,0,0,0,0,0,0,0
1,285.7901764,316.0779476,132.5585175,132.5584602,88.86993527,0,forward,2.233601783,4.68504146,0,0,0,0,0,0,0
1,285.4518318,288.0849838,142.0889091,142.0890713,89.86521959,0,forward,3.598131707,13.65682925,0,0,0,0,0,0,1
1,304.2230415,276.9340038,160.6411552,160.6411171,93.29928756,1,forward,7.165844307,5.34729288,0,0,0,0,0,0,0
1,289.1676903,303.881824,177.0019341,176.9970131,90.65271616,1,left,-0.979564069,-10.07604564,0,0,0,0,0,0,1
1,285.2087784,322.0477009,138.4921646,138.4921646,87.75535226,0,forward,3.414548656,9.925918444,0,0,0,0,0,0,0
1,285.1250648,308.148222,127.6581764,127.6582146,89.86667395,0,forward,6.098382056,12.73791222,0,0,0,0,0,0,0
1,226.5945625,264.4840336,130.8935738,130.8939743,93.26915145,0,forward,7.150138001,9.892928474,1,365,371,511,480,0.816946089,1
1,313.3538437,306.2903595,126.2486267,126.24856,84.02184248,1,forward,7.142449973,-4.597586216,0,0,0,0,0,0,0
1,215.9276581,280.7914639,113.7112045,113.7111282,86.99376583,1,forward,7.141760398,11.78580193,1,188,358,296,478,0.838684738,1
1,254.318428,285.9726214,182.7896881,182.783432,91.88634157,2,forward,7.128191456,-4.886727067,0,0,0,0,0,0,0
1,285.048008,316.364336,126.3971138,126.396904,88.66710067,0,forward,5.811673458,11.10386807,0,0,0,0,0,0,0
1,277.8922653,287.8583741,189.6464157,189.6358681,84.95281339,1,left,-2.003252982,-12.32205346,0,0,0,0,0,0,1
1,291.030407,294.2174507,191.1112785,191.1019993,88.47760558,1,left,-4.207045073,-11.26538641,0,0,0,0,0,0,1
1,284.9555206,325.8787537,143.8546371,143.854723,83.04287791,0,forward,2.289991075,6.784229681,0,0,0,0,0,0,0
1,296.3874817,313.6705423,198.047142,198.0312538,81.28982186,2,left,-6.195864925,-11.52522753,0,0,0,0,0,0,1
1,284.6947098,328.2835007,135.8890152,135.8891201,87.05247641,0,forward,2.225767267,6.757792528,0,0,0,0,0,0,0
1,282.7007103,282.0819783,188.7897301,188.7805367,87.51659989,2,left,-5.58808391,-11.39124616,0,0,0,0,0,0,1
1,284.9324799,278.7286592,190.3333664,190.3260899,80.67189455,2,left,-5.467614031,-11.21258503,0,0,0,0,0,0,1
1,297.0191956,296.2534643,187.0087051,186.9996929,87.45263219,2,left,-2.323418205,-14.64844511,0,0,0,0,0,0,1
1,309.8260307,301.0434413,184.0810966,184.0728664,91.15378261,2,left,-0.912290497,-17.95393024,0,0,0,0,0,0,1
1,298.9282417,290.3851056,188.7048531,188.6962795,89.60491419,2,left,-3.590046415,-17.83100866,0,0,0,0,0,0,1
1,299.627037,291.3758826,188.1959915,188.1875324,91.26228094,2,left,-1.249394321,-16.43105828,0,0,0,0,0,0,1
1,298.286438,291.1031747,185.0794601,185.0709343,87.07013726,1,left,-4.156235558,-12.01261203,0,0,0,0,0,0,1
1,291.3667488,306.6614485,195.134716,195.1240396,86.90609932,1,left,-1.438853863,-15.72408779,0,0,0,0,0,0,1
1,294.1299438,308.2589697,196.6251373,196.6136742,83.20548534,1,left,-1.881867297,-14.23163402,0,0,0,0,0,0,1
1,292.5121689,303.1153703,197.8614044,197.8493786,86.9286418,1,left,-2.007902357,-12.24238569,0,0,0,0,0,0,1
1,293.5070801,302.5013638,193.8604355,193.8511562,84.0793848,1,left,-3.199876871,-12.23878836,0,0,0,0,0,0,1
1,286.9486237,309.0619386,204.3943405,204.3811083,76.27797723,1,left,-2.537024597,-12.99967863,0,0,0,0,0,0,1
1,282.5879478,292.8662657,199.726429,199.7173691,85.35385728,1,left,-3.292803259,-14.48374742,0,0,0,0,0,0,1
1,280.2355957,298.7820125,211.2316895,211.217308,75.06574988,1,left,-2.612124798,-14.07308276,0,0,0,0,0,0,1
1,281.4026833,289.6659255,204.5736504,204.5639706,86.84313893,1,left,-2.966756612,-14.48514291,0,0,0,0,0,0,1
1,283.1625938,298.7573075,192.3924828,192.3795891,75.01217127,1,left,-2.226279013,-14.55557907,0,0,0,0,0,0,1
1,291.7292023,274.1190911,175.0798798,175.074892,93.17452908,2,left,-5.958280129,-12.5615995,0,0,0,0,0,0,1
1,296.5256119,290.3340721,191.5241623,191.5135288,85.90038419,2,left,-2.420583815,-12.49308365,0,0,0,0,0,0,1
1,291.6127586,297.7088904,191.1334801,191.1239147,84.93848443,2,left,-0.926198958,-14.46937884,0,0,0,0,0,0,1
1,296.1522484,317.5053323,211.6516304,211.6313982,75.19399524,1,left,-2.113195638,-13.53599026,0,0,0,0,0,0,1
1,294.3247032,301.3672471,214.7812843,214.7693253,79.91697192,1,left,-1.702881943,-13.97495287,0,0,0,0,0,0,1
1,294.3819618,296.203382,209.0822411,209.0720844,81.20855093,1,left,-1.66682865,-14.37767809,0,0,0,0,0,0,1
1,294.709568,291.7048144,198.2251549,198.2149029,85.37364602,1,left,-1.483686143,-14.11110852,0,0,0,0,0,0,1
1,298.9240456,291.4029313,198.6203957,198.6095238,87.13510633,1,left,-0.963745983,-14.60934021,0,0,0,0,0,0,1
1,299.4654083,292.9420256,196.5550995,196.5438938,83.40145946,1,left,-0.730556142,-13.55820833,0,0,0,0,0,0,1
1,270.1660538,282.8273392,186.985054,186.9734859,82.27140307,1,left,1.210049815,-10.00237022,0,0,0,0,0,0,1
1,305.875721,315.3919053,207.5737572,207.5575447,79.63687778,2,left,2.821124681,-15.04609788,0,0,0,0,0,0,1
1,290.3694153,296.1360073,196.9771576,196.9636917,76.54726505,2,left,1.272122799,-13.89278295,0,0,0,0,0,0,1
1,241.7228699,221.7044735,127.9724884,127.9724979,94.8040545,0,forward,7.098081947,4.148460254,1,98,202,227,446,0.830974042,1
1,263.6205673,280.1319885,196.2213516,196.2098694,86.36606336,2,left,2.20419024,-13.6472399,0,0,0,0,0,0,1
1,249.2722702,277.6378751,190.087204,190.0781822,81.12155199,2,left,0.987951576,-12.24514575,0,0,0,0,0,0,1
1,240.514431,269.9083877,186.0790443,186.0724926,88.09828162,2,left,-0.099929338,-12.45896211,0,0,0,0,0,0,1
1,260.3400612,278.3569241,197.9780388,197.9637623,72.25203514,1,left,1.863862189,-15.22856477,0,0,0,0,0,0,1
1,284.673481,326.0677242,145.4097176,145.4097748,80.80855608,0,forward,2.380562478,6.676205628,0,0,0,0,0,0,0
1,313.0191803,318.7239242,208.0207443,208.0071259,79.65428829,2,forward,-5.344414537,-8.502499822,0,0,0,0,0,0,1
1,284.2378235,328.4204865,145.2536011,145.253706,78.54833007,0,forward,0.713086587,6.358531284,0,0,0,0,0,0,0
1,284.0826988,324.533844,125.0249672,125.0249004,88.42040896,0,forward,1.688954297,9.420260143,0,0,0,0,0,0,0
1,284.0449142,288.7724828,197.6179504,197.6092672,91.69850945,0,forward,0.306295982,-3.314193044,0,0,0,0,0,0,0
1,389.8666,434.4304943,194.6191406,194.6082687,90.65123796,2,down,-15,10,0,0,0,0,0,0,1
0,0,0,0,0,0,1,down,-15,10,0,0,0,0,0,0,1
1,247.8047752,306.0239422,173.4306526,173.4297037,50.34546852,1,down,-15,10,0,0,0,0,0,0,1
1,255.5275345,242.7748108,155.6287766,155.6284618,75.06314516,2,forward,7.054252492,-1.718011138,0,0,0,0,0,0,0
1,283.7669754,297.1833563,197.3059082,197.2952414,88.71462345,0,forward,0.132874537,-1.751747314,0,0,0,0,0,0,0
1,279.835453,293.1789851,199.1230965,199.1123772,79.76832986,1,left,-1.035763302,-10.49783443,0,0,0,0,0,0,1
1,300.5876732,308.1280637,189.4183922,189.4120502,88.60659599,1,left,9.41730345,-15.99872171,0,0,0,0,0,0,1
1,308.5308266,320.1956821,182.0788002,182.0784473,90.8460319,1,left,9.680262105,-15.27704966,0,0,0,0,0,0,1
1,304.765892,326.6778159,195.7183838,195.7050705,84.86751914,1,left,7.495048952,-15.09469823,0,0,0,0,0,0,1
1,310.5685616,321.8408418,189.7224998,189.7095108,87.70938516,1,left,10.10344262,-16.45421507,0,0,0,0,0,0,1
1,309.4738007,323.492806,195.9869385,195.9730053,83.56823921,1,left,10.45803196,-19.42942889,0,0,0,0,0,0,1
1,310.3745842,317.107873,192.3807716,192.3683596,85.95473766,1,left,9.227840862,-17.19525178,0,0,0,0,0,0,1
1,308.1916428,313.5313201,187.4959564,187.4854374,88.71421814,1,left,9.923007667,-15.16725368,0,0,0,0,0,0,1
1,303.984623,317.0275116,195.1499748,195.1335239,89.58272338,1,left,7.867520497,-14.75685321,0,0,0,0,0,0,1
1,232.0227242,248.8820386,167.3856926,167.3854351,78.67542505,1,down,-15,10,0,0,0,0,0,0,1
1,237.2970963,260.6441665,126.8527603,126.8528938,85.59831977,1,forward,7.03961262,10.84198057,0,0,0,0,0,0,0
1,260.7560539,224.4005299,123.426075,123.4262466,95.65957189,0,forward,7.029965328,12.93777618,1,98,298,231,480,0.876372516,1
1,283.7477493,319.7845173,130.173111,130.1729393,89.19148445,0,forward,2.087216352,6.016573893,0,0,0,0,0,0,0
1,269.3596077,219.9519825,128.9187431,128.9188957,94.62472796,1,forward,7.014017318,8.632567004,0,0,0,0,0,0,0
1,269.7386551,216.3857174,128.7425613,128.7425709,94.945544,0,forward,7.011618473,1.823227019,1,122,300,244,478,0.916981637,1
1,283.595047,327.1328831,141.4230728,141.4230537,80.93745708,0,forward,-0.166491598,7.843960624,0,0,0,0,0,0,0
1,247.730484,222.7340698,125.3249741,125.3249645,96.1827457,1,forward,6.999651881,3.241573413,1,87,226,244,468,0.866711974,1
1,301.9915771,275.6546688,164.102478,164.0992928,93.14720631,1,forward,6.997746345,5.905362622,0,0,0,0,0,0,0
1,319.6212196,280.7161045,151.9305992,151.9307327,87.86402941,0,forward,6.992249455,-6.349582163,1,97,282,243,477,0.85737735,1
1,283.3959198,278.3827996,197.1051788,197.097702,78.08273435,2,forward,-2.738189768,-8.296099922,0,0,0,0,0,0,1
1,283.1014252,326.1680603,142.6198196,142.619791,83.80072713,0,forward,-0.152186854,9.143972055,0,0,0,0,0,0,0
1,283.0150414,326.0499287,138.6824226,138.6824226,83.91902447,0,forward,2.796204033,6.281844294,0,0,0,0,0,0,0
1,246.9460106,219.6016216,121.1231804,121.1231804,94.4927156,0,forward,6.936727177,5.786412968,1,114,203,239,427,0.898055017,1
1,228.2613945,172.3349762,139.0032387,139.0033722,96.92866802,1,forward,6.89269598,10.64318613,1,93,181,223,350,0.714634418,1
1,282.2567368,323.4674835,143.7994003,143.7995052,85.83496213,0,forward,0.323351527,8.696699838,0,0,0,0,0,0,0
1,268.2843971,302.5121307,186.5637016,186.5585232,90.23298025,2,forward,6.876918726,-2.700392843,0,0,0,0,0,0,0
1,282.2541046,294.0209484,131.2239456,131.2239075,84.1565609,0,forward,7.738878546,-7.599719168,0,0,0,0,0,0,0
1,257.3780632,212.3624611,126.2161827,126.2164593,93.16876531,0,forward,6.866703579,2.96175371,1,140,269,263,479,0.876451194,1
1,223.5382652,231.8591284,130.4081917,130.4083729,92.05275178,2,forward,6.850426716,5.908366108,0,0,0,0,0,0,0
1,256.7004776,273.8699698,185.2639771,185.2541828,90.11256099,2,forward,6.844611261,-2.244803288,0,0,0,0,0,0,0
1,282.1345901,214.6436119,135.0227356,135.0226307,95.85627913,0,forward,2.973279293,4.396369685,0,0,0,0,0,0,0
1,302.9102898,278.6898422,161.3561058,161.3560009,90.7120347,1,forward,6.833001028,7.301273681,0,0,0,0,0,0,0
1,281.91782,165.4503608,169.9874306,169.983387,88.65770102,0,forward,0.189461282,-1.677956122,0,0,0,0,0,0,0
1,269.0891838,278.7842965,180.3052711,180.2945995,86.29426956,1,forward,-2.513927327,-8.256520172,0,0,0,0,0,0,1
1,260.3049088,258.1093669,179.5552444,179.5492458,73.81966114,2,forward,6.786661739,-1.051095158,0,0,0,0,0,0,0
1,281.575737,326.2419605,140.6692505,140.6692314,83.50684047,0,forward,-0.768069982,8.444305237,0,0,0,0,0,0,0
1,268.7620163,303.2471955,150.6179047,150.6178951,58.31257701,1,forward,6.770330799,-5.000376547,0,0,0,0,0,0,0
1,281.4483452,324.6366119,127.821064,127.8211498,90.11701345,0,forward,2.427958646,9.799765374,0,0,0,0,0,0,0
1,281.2221718,315.3050995,127.6763344,127.676096,88.82517815,0,forward,5.286484517,6.844221965,0,0,0,0,0,0,0
1,247.8328514,270.2737498,198.8015556,198.7897968,89.04412985,2,forward,6.747917103,-3.433774835,0,0,0,0,0,0,0
1,312.2016907,278.7464404,170.4838181,170.4799747,88.80203366,0,left,-3.649466537,-13.09473138,0,0,0,0,0,0,1
1,269.657917,216.2931919,126.8040657,126.8040848,96.27524018,0,forward,6.735877673,1.711220997,1,123,299,244,479,0.916499853,1
1,281.2045097,329.2061234,130.6792259,130.6791973,91.17088914,0,forward,0.106576758,7.508080566,0,0,0,0,0,0,0
1,256.217804,261.2724662,186.234436,186.224041,89.73394036,1,forward,6.697467826,-2.339833414,0,0,0,0,0,0,0
1,248.5673332,277.9364025,198.527317,198.5167265,91.83917642,2,forward,6.67990676,-2.34688678,0,0,0,0,0,0,0
1,309.5444107,297.4072719,190.0986481,190.0900269,87.38153577,0,left,1.835470822,-14.71826572,0,0,0,0,0,0,1
1,261.8906784,223.2072544,126.5209198,126.521101,94.52198744,0,forward,6.673977507,12.28082364,1,100,296,235,480,0.884142041,1
1,281.1441612,220.7931805,130.9435844,130.9434986,96.87322378,0,forward,3.307948577,7.035494342,0,0,0,0,0,0,0
1,323.775444,312.9437041,182.1569061,182.1506882,88.57966065,2,forward,-4.606849728,-8.160818725,0,0,0,0,0,0,1
1,281.0580444,323.0207348,146.5226746,146.5227127,81.53787255,0,forward,3.165990058,6.405971441,0,0,0,0,0,0,0
1,251.6608047,244.0144705,140.2693558,140.2694893,86.462152,2,forward,6.6315336,-3.477759198,0,0,0,0,0,0,0
1,239.3365288,243.0860067,138.3020592,138.3022785,89.57509398,2,forward,6.622546659,1.132414713,0,0,0,0,0,0,0
1,280.3148651,310.3242874,141.0740662,141.0739803,88.86935711,0,forward,7.476023601,6.277688462,0,0,0,0,0,0,0
1,280.0006485,276.1462784,113.6956787,113.6956501,85.25393009,0,forward,15.10318895,-9.955520092,0,0,0,0,0,0,0
1,279.8630905,207.456007,124.8126602,124.8128986,95.71130872,0,forward,9.603280251,2.676826527,0,0,0,0,0,0,0
1,252.0448685,227.0591927,142.1897888,142.1896935,97.11629152,0,forward,6.597060497,4.447625267,1,248,366,368,480,0.831980586,1
1,279.665966,214.9393559,145.0378609,145.037899,93.65885854,0,forward,-1.761521593,4.872310547,0,0,0,0,0,0,0
1,279.6232986,222.0907974,130.8688736,130.8689976,97.2494483,0,forward,4.608113858,1.780078469,0,0,0,0,0,0,0
1,279.5472336,223.6636734,115.9459686,115.9461594,91.67546034,0,forward,4.888627458,4.860818742,0,0,0,0,0,0,0
1,318.135128,284.4133377,175.9844017,175.9785175,88.25019598,0,left,-3.41316071,-15.25779138,0,0,0,0,0,0,1
1,322.9543686,292.8285122,181.6259384,181.6197395,87.1301353,0,left,-0.096652891,-19.84190512,0,0,0,0,0,0,1
1,311.5808296,287.1927047,184.206295,184.1954327,83.66844058,1,forward,-6.616745979,-8.159110173,0,0,0,0,0,0,1
1,273.8218689,223.3899593,141.9602585,141.9601536,86.58522964,1,forward,6.541743034,8.203454154,0,0,0,0,0,0,0
1,301.9861984,281.3579464,162.0458221,162.0457077,92.68779755,0,forward,6.532468021,8.510691541,1,142,135,310,408,0.921077609,1
